division,category,Matrisome Class / Protein Family,geneid,FlyBase Link,Gene Name,UniProt ID,UniProt Protein Name,InterPro Domains,Gene Ontology _Cellular component,Gene Ontology_Biological process,Human Orthologs,Other Gene Names,combined_orthology,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0030050,FBgn0030050,CG12111,Q9W3D8,"AT17652p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B)",IPR016186;IPR001304;IPR016187,,,BCAN; CLEC11A; CLEC17A; CLEC3A; CLEC4A; CLEC4C; CLEC4D; CLEC4E; CLEC5A; CLEC6A; COLEC10; COLEC11; COLEC12; MBL2; SFTPA1; SFTPA2; SFTPD,CG12111 Dmel_CG12111,BCAN; CLEC11A; CLEC17A; CLEC3A; CLEC4A; CLEC4C; CLEC4D; CLEC4E; CLEC5A; CLEC6A; COLEC10; COLEC11; COLEC12; MBL2; SFTPA1; SFTPA2; SFTPD,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0032770,FBgn0032770,CG13086,M9PD58;Q9VIY0,"Uncharacterized protein, isoform C",IPR016186;IPR001304;IPR016187,,,,Dmel\CG13086 CG13086 Dmel_CG13086,0,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0035031,FBgn0035031,CG13587,Q9W142,Uncharacterized protein,IPR016186;IPR001304;IPR016187,integral component of plasma membrane [GO:0005887],,CLEC10A; CLEC17A; CLEC4M; REG1A,CG13587 Dmel_CG13587,CLEC10A; CLEC17A; CLEC4M; REG1A,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0034317,FBgn0034317,CG14499,A0A0B4KEZ3,Uncharacterized protein (Fragment),IPR016186;IPR001304;IPR016187,,,,CG14499 Dmel_CG14499,0,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0034318,FBgn0034318,CG14500,A1ZB48;Q5BIF1,FI01427p,IPR016186;IPR001304;IPR016187,,,,CG14500 Dmel_CG14500,0,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0038315,FBgn0038315,CG14866,B7Z0K3;Q9VF94,"Uncharacterized protein, isoform B",IPR016186;IPR001304;IPR016187,,,CD209; CLEC10A; CLEC17A; CLEC4A; CLEC4C; CLEC4D; CLEC4E; CLEC4F; CLEC4G; CLEC4M; CLEC6A; CLEC9A,CG14866 Dmel_CG14866,CD209; CLEC10A; CLEC17A; CLEC4A; CLEC4C; CLEC4D; CLEC4E; CLEC4F; CLEC4G; CLEC4M; CLEC6A; CLEC9A,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0031373,FBgn0031373,CG15358,Q9VQ53,"Uncharacterized protein, isoform B (Uncharacterized protein, isoform C)",IPR016186;IPR001304;IPR016187,,,CD209; CLEC1B; CLEC4M; CLEC7A; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD,Dmel\CG15358 mdcds_4396 CG15358 Dmel_CG15358,CD209; CLEC1B; CLEC4M; CLEC7A; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0029814,FBgn0029814,CG15765,Q9W468,"GH28601p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B)",IPR016186;IPR001304;IPR016187,integral component of plasma membrane [GO:0005887],nervous system development [GO:0007399],,CG15765 Dmel_CG15765,0,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0031910,FBgn0031910,CG15818,Q9VM16,LP02603p,IPR016186;IPR001304;IPR016187,,,CLEC1B; CLEC4A; CLEC7A; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD,Dmel\CG15818 CG15818 Dmel_CG15818,CLEC1B; CLEC4A; CLEC7A; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0031273,FBgn0031273,CG2839,Q9VPS3,CG2839,IPR016186;IPR001304;IPR016187,,,CLEC10A; CLEC11A; CLEC12B; CLEC1B; CLEC3A; CLEC4A; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD; TCHH,Dmel\CG2839 CG2839 Dmel_CG2839,CLEC10A; CLEC11A; CLEC12B; CLEC1B; CLEC3A; CLEC4A; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD; TCHH,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0054033,FBgn0054033,CG34033,Q6IGS3,HDC05479,IPR016186;IPR001304;IPR016187,extracellular space [GO:0005615],multicellular organism reproduction [GO:0032504],CD209; CLEC10A; CLEC17A; CLEC4A; CLEC4C; CLEC4D; CLEC4E; CLEC4F; CLEC4G; CLEC4M; CLEC6A,CG34033 Dmel_CG34033 HDC05479,CD209; CLEC10A; CLEC17A; CLEC4A; CLEC4C; CLEC4D; CLEC4E; CLEC4F; CLEC4G; CLEC4M; CLEC6A,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0038017,FBgn0038017,CG4115,Q9VGA3,CG4115 (LD12305p),IPR016187;IPR016186;IPR001304;IPR018378,,,CLEC3A; CLEC3B,CG4115 Dmel_CG4115,CLEC3A; CLEC3B,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0262357,FBgn0262357,CG43055,M9NE79,Uncharacterized protein,IPR016187;IPR016186;IPR001304;IPR018378,extracellular region [GO:0005576],induction of bacterial agglutination [GO:0043152],,Dmel\CG43055 MB8.chr2L.pasa.5 CG43055 Dmel_CG43055,0,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0264341,FBgn0264341,CG43797,M9PB26,Uncharacterized protein,IPR016186;IPR001304;IPR016187,,,CD209; CLEC10A; CLEC17A; CLEC4A; CLEC4C; CLEC4D; CLEC4E; CLEC4F; CLEC4G; CLEC4M; CLEC6A,Dmel\CG43797 CG43797 Dmel_CG43797,CD209; CLEC10A; CLEC17A; CLEC4A; CLEC4C; CLEC4D; CLEC4E; CLEC4F; CLEC4G; CLEC4M; CLEC6A,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0031918,FBgn0031918,CG6055,Q9VM07,"CG6055, isoform A (CG6055, isoform B) (RE43931p)",IPR016187;IPR016186;IPR001304;IPR018378,,,CLEC3B,Dmel\CG6055 CG6055 Dmel_CG6055,CLEC3B,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0040503,FBgn0040503,CG7763,A1Z8L7,"CG7763, isoform A (CG7763, isoform B)",IPR016186;IPR001304;IPR016187,,,CLEC11A; CLEC3A; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD,CG7763 Dmel_CG7763,CLEC11A; CLEC3A; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0040502,FBgn0040502,CG8343,Q2XYE0;Q6NMY2;Q95SN4,CG8343 (RH54371p),IPR016187;IPR016186;IPR001304;IPR018378,,,,BEST:GH10831 CG8343 Dmel_CG8343,0,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0031629,FBgn0031629,Clect27,Q8SZK9,"C-type lectin 27kD, isoform A (C-type lectin 27kD, isoform B) (HL04814p) (RH18728p)",IPR016187;IPR016186;IPR001304;IPR018378,,,,Clect27 Dmel\CG3244 CG3244 Dmel_CG3244,0,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0040107,FBgn0040107,lectin-21Ca,Q9VPS2,IP21085p (IP21385p) (Lectin-21Ca),IPR016186;IPR001304;IPR016187,extracellular region [GO:0005576],multicellular organism reproduction [GO:0032504],Fibrinogen,lectin-21Ca AC 004573A AC004573a CG2826-RA Dmel\CG2826 Lectin-21Ca CG2826 Dmel_CG2826,Fibrinogen,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0040106,FBgn0040106,lectin-21Cb,Q9VPS1,Lectin-21Cb,IPR016186;IPR001304;IPR016187,,,CLEC11A; CLEC3A; CLEC3B; CLEC4A; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD,lectin-21Cb AC 004573B AC004573b Dmel\CG13686 CG13686 Dmel_CG13686,CLEC11A; CLEC3A; CLEC3B; CLEC4A; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0259230,FBgn0259230,lectin-22C,B7YZU7,Lectin-22C (RT03020p),IPR016186;IPR001304;IPR016187,,,ACAN; BCAN; VCAN; CLEC3A; COLEC11,lectin-22C AC 004716A AC004716a Dmel\CG42295 lectin-22C-RB CG15378 CG42295 Dmel_CG42295,ACAN; BCAN; VCAN; CLEC3A; COLEC11,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0040104,FBgn0040104,lectin-24A,Q9VQU4,Lectin-24A (RT03147p),IPR016186;IPR001304;IPR016187,,,CLEC12B; CLEC17A; CLEC3A; CLEC3B; CLEC4A; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD,lectin-24A AC 005149A AC005149a Dmel\CG3410 lectin-24A-RA CG3410 Dmel_CG3410,CLEC12B; CLEC17A; CLEC3A; CLEC3B; CLEC4A; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0040102,FBgn0040102,lectin-24Db,Q9VQX3,HL05328p (LP02926p) (Lectin-24Db),IPR016186;IPR001304;IPR016187,,,PRG3; CLEC10A; CLEC11A; CLEC1A; CLEC1B; CLEC2B; CLEC3A; CLEC3B; CLEC4A; CLEC4E; CLEC4F; CLEC4G; CLEC4M; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD,lectin-24Db AC 004371A AC004371a Dmel\CG2958 CG2958 Dmel_CG2958,PRG3; CLEC10A; CLEC11A; CLEC1A; CLEC1B; CLEC2B; CLEC3A; CLEC3B; CLEC4A; CLEC4E; CLEC4F; CLEC4G; CLEC4M; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0040099,FBgn0040099,lectin-28C,Q9VLW1,"Lectin type C (Lectin-28C, isoform B) (Lectin-28C, isoform C)",IPR016186;IPR001304;IPR016187,,,CLEC11A; CLEC3A; CLEC4A; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD,lectin-28C AC 004723A AC004723a Dmel\CG7106 CG7106 Dmel_CG7106,CLEC11A; CLEC3A; CLEC4A; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0040098,FBgn0040098,lectin-29Ca,Q6GUW9;Q6GUX1;Q6GUX2;Q6GUX3;Q6GUX4;Q6GUX5;Q6GUX9;Q9VLM0,Lectin-29Ca (Lectin29Ca),IPR016186;IPR001304;IPR016187,extracellular space [GO:0005615],multicellular organism reproduction [GO:0032504],CD209; CLEC17A; CLEC3A; CLEC3B; CLEC4A; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD,lectin-29Ca AC 004423A AC004423a Acp29AB-I Dmel\CG17799 Lectin-29Ca CG17799 Dmel_CG17799,CD209; CLEC17A; CLEC3A; CLEC3B; CLEC4A; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0040097,FBgn0040097,lectin-30A,Q6GV01;Q6GV06,IP20609p (Lectin-30A) (Lectin30A) (Fragment),IPR016186;IPR001304;IPR016187,extracellular space [GO:0005615],multicellular organism reproduction [GO:0032504],CD209; CLEC3B; COLEC10; COLEC11; SFTPD,lectin-30A AC 005889A AC005889a CG17011-RA Dmel\CG17011 Lectin-30A CG17011 Dmel_CG17011,CD209; CLEC3B; COLEC10; COLEC11; SFTPD,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0040096,FBgn0040096,lectin-33A,Q9VKL8,Lectin-33A,IPR016186;IPR001304;IPR016187,,,CLEC11A; CLEC4A; CLEC4C; SFTPD,lectin-33A AC 007083A AC007083a Dmel\CG16834 lecti-33A lectin-33a CG16834 Dmel_CG16834,CLEC11A; CLEC4A; CLEC4C; SFTPD,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0053532,FBgn0053532,lectin-37Da,Q59DY6,C-type lectin 37Da,IPR016186;IPR001304;IPR016187,extracellular region [GO:0005576],calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339],CLEC4D; CLEC4E; CLEC6A; SFTPD,lectin-37Da DL2 CG33532,CLEC4D; CLEC4E; CLEC6A; SFTPD,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0053533,FBgn0053533,lectin-37Db,Q59DY5,C-type lectin 37Db,IPR016186;IPR001304;IPR016187,extracellular region [GO:0005576],calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339],CLEC11A; CLEC3A; COLEC10,lectin-37Db DL3 CG33533,CLEC11A; CLEC3A; COLEC10,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0040093,FBgn0040093,lectin-46Ca,A1Z7Z6;Q8MR48,Lectin-46Ca,IPR016186;IPR001304;IPR016187,cell surface [GO:0009986]; extracellular space [GO:0005615],"multicellular organism reproduction [GO:0032504]; protein localization [GO:0008104]; regulation of female receptivity, post-mating [GO:0046008]; sperm competition [GO:0046692]",CD209; CLEC10A; CLEC17A; CLEC4A; CLEC4C; CLEC4D; CLEC4E; CLEC4F; CLEC4G; CLEC4M; CLEC6A,lectin-46Ca CG1656 Dmel_CG1656,CD209; CLEC10A; CLEC17A; CLEC4A; CLEC4C; CLEC4D; CLEC4E; CLEC4F; CLEC4G; CLEC4M; CLEC6A,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0040092,FBgn0040092,lectin-46Cb,Q7JY62,AT03573p (Lectin-46Cb),IPR016186;IPR001304;IPR016187,extracellular space [GO:0005615],"multicellular organism reproduction [GO:0032504]; protein localization [GO:0008104]; regulation of female receptivity, post-mating [GO:0046008]; sperm competition [GO:0046692]",CD209; CLEC10A; CLEC17A; CLEC1A; CLEC1B; CLEC2B; CLEC2D; CLEC4A; CLEC4C; CLEC4D; CLEC4E; CLEC4F; CLEC4G; CLEC4M; CLEC5A; CLEC6A; CLEC9A; COLEC10; COLEC12,lectin-46Cb CG1652 Dmel_CG1652,CD209; CLEC10A; CLEC17A; CLEC1A; CLEC1B; CLEC2B; CLEC2D; CLEC4A; CLEC4C; CLEC4D; CLEC4E; CLEC4F; CLEC4G; CLEC4M; CLEC5A; CLEC6A; CLEC9A; COLEC10; COLEC12,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0016675,FBgn0016675,Lectin-galC1,Q94881;Q9VIX1,"Galactose-specific C-type lectin, isoform A (Galactose-specific C-type lectin, isoform B) (IP02782p)",IPR016186;IPR001304;IPR016187,extracellular region [GO:0005576],calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; induction of bacterial agglutination [GO:0043152],CLEC4D; CLEC4E; CLEC6A; COLEC10; SFTPA2,Lectin-galC1 AC007082a Dgal-1 DL1 Dmel\CG9976 Lecti-galC1 lectin-galC1 CG9976 Dmel_CG9976,CLEC4D; CLEC4E; CLEC6A; COLEC10; SFTPA2,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0283508,FBgn0283508,nw,A0A0B4JCT4;A1ZAU2;A1ZAU3;C3KGN2;O16054;Q7K140,"Uncharacterized protein, isoform B",IPR016186;IPR001304;IPR016187,,regulation of imaginal disc-derived wing size [GO:0044719],REG1A,nw CG43164 Dmel_CG43164,REG1A,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0261258,FBgn0261258,rgn,M9PFV8;Q9Y102,"BcDNA.GH11973 (Regeneration, isoform A) (Regeneration, isoform D)",IPR016186;IPR001304;IPR016187,,tissue regeneration [GO:0042246],BCAN; NCAN; CLEC12A; CLEC12B; CLEC1A; CLEC1B; CLEC2A; CLEC2B; CLEC2D; CLEC2L; CLEC5A; CLEC7A; CLEC9A; COLEC12; REG1A; REG1B; REG3A; REG3G; REG4,rgn BcDNA.GH11973 BcDNA:GH11973 Dmel\CG6014 l(3)00534 CG6014 Dmel_CG6014,BCAN; NCAN; CLEC12A; CLEC12B; CLEC1A; CLEC1B; CLEC2A; CLEC2B; CLEC2D; CLEC2L; CLEC5A; CLEC7A; CLEC9A; COLEC12; REG1A; REG1B; REG3A; REG3G; REG4,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,C-type Lectin,FBgn0035199,FBgn0035199,tfc,Q8IRH8;Q9W0I2,"RE15268p (Triforce, isoform A) (Triforce, isoform C)",IPR016187;IPR016186;IPR001304;IPR018378,,adult chitin-containing cuticle pigmentation [GO:0048085],ACAN; BCAN; VCAN; CD209; CLEC10A; CLEC11A; CLEC12B; CLEC17A; CLEC3A; CLEC3B; CLEC4A; CLEC4C; CLEC4D; CLEC4E; CLEC4F; CLEC4G; CLEC4M; CLEC6A; CLEC7A; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD,tfc Dmel\CG9134 CG9134 Dmel_CG9134,ACAN; BCAN; VCAN; CD209; CLEC10A; CLEC11A; CLEC12B; CLEC17A; CLEC3A; CLEC3B; CLEC4A; CLEC4C; CLEC4D; CLEC4E; CLEC4F; CLEC4G; CLEC4M; CLEC6A; CLEC7A; COLEC10; COLEC11; MBL2; SFTPA1; SFTPA2; SFTPD,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,Galectin,FBgn0031214,FBgn0031214,CG11374,Q9VPI7,Galectin,IPR013320;IPR001079,,,CLC; HSPC159; LGALS1; LGALS12; LGALS13; LGALS14; LGALS2; LGALS3; LGALS4; LGALS7; LGALS8; LGALS9; LGALS9B; LGALS9C,Dmel\CG11374 CG11374 Dmel_CG11374,CLC; HSPC159; LGALS1; LGALS12; LGALS13; LGALS14; LGALS2; LGALS3; LGALS4; LGALS7; LGALS8; LGALS9; LGALS9B; LGALS9C,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,Galectin,FBgn0031289,FBgn0031289,CG13950,Q9VPU6,Galectin,IPR013320;IPR001079,,,CLC; HSPC159; LGALS1; LGALS12; LGALS13; LGALS14; LGALS2; LGALS3; LGALS4; LGALS7; LGALS8; LGALS9; LGALS9B; LGALS9C,Dmel\CG13950 CG13950 Dmel_CG13950,CLC; HSPC159; LGALS1; LGALS12; LGALS13; LGALS14; LGALS2; LGALS3; LGALS4; LGALS7; LGALS8; LGALS9; LGALS9B; LGALS9C,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,Galectin,FBgn0038419,FBgn0038419,CG14879,Q8SXU5;Q9VEW5,Galectin,IPR013320;IPR001079,,,,CG14879 Dmel_CG14879,0,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,Galectin,FBgn0034365,FBgn0034365,CG5335,A1ZBB1;Q95SA3,Galectin,IPR013320;IPR001079,,,,CG5335-RA CG5335 Dmel_CG5335,0,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,Galectin,FBgn0031213,FBgn0031213,galectin,C0PUZ0;E1JHP9;E1JHQ0;M9NCX9;Q9VPI6,Galectin,IPR013320;IPR001079,cytosol [GO:0005829],synaptic target recognition [GO:0008039],CLC; GRIFIN; HSPC159; LGALS1; LGALS12; LGALS13; LGALS14; LGALS2; LGALS3; LGALS4; LGALS7; LGALS8; LGALS9; LGALS9B; LGALS9C,galectin Dmel\CG11372 Dmgal CG11372 Dmel_CG11372,CLC; GRIFIN; HSPC159; LGALS1; LGALS12; LGALS13; LGALS14; LGALS2; LGALS3; LGALS4; LGALS7; LGALS8; LGALS9; LGALS9B; LGALS9C,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,Galectin,FBgn0052226,FBgn0052226,Pex23,Q9VWB0,Tectonin beta-propeller repeat-containing protein (Peroxin-23 protein),IPR006614;IPR013320;IPR006624;IPR001079;IPR010482,integral component of membrane [GO:0016021],peroxisome organization [GO:0007031],CLC; HSPC159; LGALS1; LGALS12; LGALS13; LGALS14; LGALS2; LGALS3; LGALS4; LGALS7; LGALS8; LGALS9; LGALS9B; LGALS9C,Pex23 CG32226,CLC; HSPC159; LGALS1; LGALS12; LGALS13; LGALS14; LGALS2; LGALS3; LGALS4; LGALS7; LGALS8; LGALS9; LGALS9B; LGALS9C,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,Glypican,FBgn0263930,FBgn0263930,dally,Q24114;Q53XG2;Q966V5,Division abnormally delayed protein (Dally protein),IPR001863;IPR031187,anchored component of membrane [GO:0031225]; cell surface [GO:0009986]; perivitelline space [GO:0098595]; plasma membrane [GO:0005886]; proteinaceous extracellular matrix [GO:0005578],adult chitin-containing cuticle pigmentation [GO:0048085]; axonogenesis [GO:0007409]; chaeta development [GO:0022416]; chaeta morphogenesis [GO:0008407]; compound eye development [GO:0048749]; decapentaplegic signaling pathway [GO:0008101]; dendrite morphogenesis [GO:0048813]; female germ-line stem cell asymmetric division [GO:0048132]; germ-line stem cell population maintenance [GO:0030718]; imaginal disc-derived leg morphogenesis [GO:0007480]; imaginal disc-derived wing vein morphogenesis [GO:0008586]; motor neuron axon guidance [GO:0008045]; negative regulation of semaphorin-plexin signaling pathway [GO:2001261]; positive regulation of BMP signaling pathway [GO:0030513]; regulation of BMP signaling pathway [GO:0030510]; regulation of cell cycle [GO:0051726]; regulation of imaginal disc growth [GO:0045570]; regulation of multicellular organism growth [GO:0040014]; sensory organ boundary specification [GO:0008052]; wing disc development [GO:0035220]; wing disc dorsal/ventral pattern formation [GO:0048190]; wing disc morphogenesis [GO:0007472]; Wnt signaling pathway [GO:0016055],GPC1; GPC2; GPC3; GPC4; GPC5; GPC6,dally CG4974,GPC1; GPC2; GPC3; GPC4; GPC5; GPC6,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,Glypican,FBgn0041604,FBgn0041604,dlp,Q7KUL1;Q9GPL5;Q9VUG1,"Dally-like, isoform C",IPR001863,anchored component of membrane [GO:0031225]; external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; neuromuscular junction [GO:0031594]; perivitelline space [GO:0098595]; plasma membrane [GO:0005886]; proteinaceous extracellular matrix [GO:0005578]; synapse [GO:0045202],axon guidance [GO:0007411]; compound eye development [GO:0048749]; detection of light stimulus involved in visual perception [GO:0050908]; imaginal disc-derived wing margin morphogenesis [GO:0008587]; negative regulation of Wnt signaling pathway [GO:0030178]; neuromuscular junction development [GO:0007528]; positive regulation of smoothened signaling pathway [GO:0045880]; positive regulation of Wnt signaling pathway [GO:0030177]; regulation of imaginal disc growth [GO:0045570]; regulation of smoothened signaling pathway [GO:0008589]; segment polarity determination [GO:0007367]; smoothened signaling pathway [GO:0007224]; wing disc dorsal/ventral pattern formation [GO:0048190]; Wnt signaling pathway [GO:0016055],GPC1; GPC2; GPC3; GPC4; GPC5; GPC6,dlp CT16138 D-gpcB Dally-like DLP Dlp Dly dly Dmel\CG32146 CG17703 CG32146 CG5031 Dmel_CG32146,GPC1; GPC2; GPC3; GPC4; GPC5; GPC6,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,Mucin,FBgn0052602,FBgn0052602,Muc12Ea,Q8IR52,Mucin 12Ea,,chorion [GO:0042600]; extracellular matrix [GO:0031012],chorion-containing eggshell formation [GO:0007304],OTOG; SSPO; VWF; MUC1; MUC16; MUC17; MUC19; MUC2; MUC4; MUC5B; MUC6,Muc12Ea CG32602 Dmel_CG32602,OTOG; SSPO; VWF; MUC1; MUC16; MUC17; MUC19; MUC2; MUC4; MUC5B; MUC6,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,Mucin,FBgn0052580,FBgn0052580,Muc14A,Q8IR22,Mucin 14A,,extracellular matrix [GO:0031012],,OTOG; SSPO; VWF; MUC16; MUC17; MUC19; MUC2; MUC4; MUC5B; MUC6,Muc14A CG32580 Dmel_CG32580,OTOG; SSPO; VWF; MUC16; MUC17; MUC19; MUC2; MUC4; MUC5B; MUC6,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,Mucin,FBgn0053300,FBgn0053300,Muc30E,Q7KTF6,Mucin 30E,,extracellular matrix [GO:0031012],,,Muc30E Dmel\CG33300 CG33300 Dmel_CG33300,0,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,Mucin,FBgn0052774,FBgn0052774,Muc4B,Q9W4M2,"Mucin 4B, isoform B (Mucin 4B, isoform C)",,chorion [GO:0042600]; extracellular matrix [GO:0031012],eggshell chorion assembly [GO:0007306],,Muc4B CG32774 Dmel_CG32774,0,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,Mucin,FBgn0034294,FBgn0034294,Muc55B,A1ZB24;Q8SXS5,"Mucin 55B, isoform A (Mucin 55B, isoform B)",IPR007931,extracellular matrix [GO:0031012],,CLEC4F,Muc55B CG5765 Dmel_CG5765,CLEC4F,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,Mucin,FBgn0036181,FBgn0036181,Muc68Ca,Q7KUH2;Q86NZ8,Mucin 68Ca,,extracellular matrix [GO:0031012],,OTOG; SSPO; VWF; MUC16; MUC17; MUC19; MUC2; MUC4; MUC5B; MUC6,Muc68Ca Dmel\CG18331 CG18331 Dmel_CG18331,OTOG; SSPO; VWF; MUC16; MUC17; MUC19; MUC2; MUC4; MUC5B; MUC6,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,Mucin,FBgn0038642,FBgn0038642,Muc91C,A0A0B4LID0;Q9VE45,"Mucin 91C, isoform A",IPR032059,extracellular matrix [GO:0031012]; integral component of membrane [GO:0016021],,COL9A1; MUC1,Muc91C CG7709 Dmel_CG7709,COL9A1; MUC1,,
Homologs/Orthologs to Mammalian Matrisome-Associated Genes,ECM-affiliated,Mucin,FBgn0052644,FBgn0052644,Mur11Da,Q8IR74,Mucin related 11Da,,chorion [GO:0042600]; extracellular matrix [GO:0031012],chorion-containing eggshell formation [GO:0007304],,Mur11Da CG32644 Dmel_CG32644,0,,
